Author	Text	Location	Datetime
Nemechu54	RT @JoseBeltran1975: Los q salen en los papeles de Panamá, sus familiares y amigos son los q dicen q nosotros odiamos España. ¡NOSOTROS PAG…	Valladolid, España	15:03:58 04/04/2016
abc5b08199ac442	RT @KucukkayaIsmail: Dünyanın gündemi panama belgeleri.  Çalar Saat #sessizkalamayız diyerek yıldırım baskı yaptı. https://t.co/9zBIcTiD9G	Tarsus, Türkiye	14:59:52 04/04/2016
FantasmadeNimo	- Están hablando de Messi y su problema de impuestos - ¿En qué canal? - En el de Panamá...	None	15:01:56 04/04/2016
Nelly1512	RT @Corey_Whyte_: The source of the #PanamaPapers is revealed.   #PanamaLeaks #PanamaFrank https://t.co/ngDpxpcyp1	Ireland	15:02:03 04/04/2016
citizenwill	RT @the_intercept: The deeper scandal of the Panama Papers is what’s legal, not what’s not. https://t.co/oQsABl3n9S https://t.co/R9kBNjIQH3	None	15:02:59 04/04/2016
fchague	Panama leaks spur global investigations https://t.co/A7Pk0ysM4X	Madrid	15:03:01 04/04/2016
LorenzoGuzzoni	RT @matteobordone: Montezemolo, ovvero lo sviluppo, il volano, la crescita, la fiducia nel domani con le tasse degli altri. #panamapapers	Brescia	15:01:23 04/04/2016
ConchettaDella1	RT @nytimesES: ¿Cómo algunos políticos utilizan fundaciones en Panamá para tener empresas de manera anónima? #PanamaPapers https://t.co/g9A…	Cartagena	15:03:24 04/04/2016
Top_All_News	Tax probes after Panama Papers leak https://t.co/Qx37ktD1SE https://t.co/rKisl6dEfX	United States	15:04:27 04/04/2016
HUGOCASA07	RT @cronista9: Igual, que el árbol del #PanamaPapers no nos tape el bosque de #ElAjuste https://t.co/XO9Z5o0xPU	Argentina	16:02:46 04/04/2016
dipsov	RT @selingirit: BBC Türkçe - Panama Belgeleri'ne göre David Cameron'ın babası da Mossack Fonseca'nın müşterileri arasında https://t.co/kKGA…	istanbul	15:56:43 04/04/2016
SAYANDEEPKUNDU	RT @Swamy39: On ZEE Business in Hindi at 8 pm on Panama secret banking	AHMEDABAD	15:57:48 04/04/2016
testjeo24	RT @intlspectator: GRAPHIC: Countries with officials associated with Panama Papers. https://t.co/kFacKwqSsL	None	15:58:37 04/04/2016
GomisParres	RT @Podemos_Guadix: Los hermanos Almodóvar y Leo Messi están entre los españoles/residentes reconocibles en los #panamapapers https://t.co/…	Carrera Blanca (skyrim)	16:00:43 04/04/2016
RBerllaque	RT @Esparroqui: #R5sFinanciadCs Cuando gobernarán les pagaremos sus Fiestas! https://t.co/m3NVQCMYFJ #panamapapers #RajoyenSalvados https:/…	None	16:02:53 04/04/2016
leojuli2009	Panama Papers: De offshores van Belgiës rijkste familie de Spoelberch https://t.co/SB9Ysr38b5 via @knack RT daarom werden de pintjes duurder	Antwerpen	16:03:00 04/04/2016
riquicalvo	RT @oscarfink: El embajador Del Sel, reunido con su equipo para analizar el impacto de los #panamapapers en relaciones bilaterales https://…	Uruguay	16:03:34 04/04/2016
rivasjoaquin2	RT @delfospilar: Papeles de Panamá se complica la situación de político de Pilar @FedericoAchaval intendente por unos meses. https://t.co/u…	None	16:04:35 04/04/2016
grrlsrock	RT @Harryslaststand: After #PanamaLeaks let's hope some industrious producer at Channel 5 is pitching  a new show called "Tax Cheat Street"…	Vienna and intl roaming	15:54:54 04/04/2016
OyagaLeo	RT @sergio_serrano_: Dejen de nombrar a los que tiene conocidos en Panamá Papers y empiecen a nombrar a los aparecen de verdad!	None	15:55:57 04/04/2016
superbowl131288	RT @CNN: #PanamaPapers: Power players respond to claims they hid billions https://t.co/7RFZSnZdDC https://t.co/4WiMiqBvFV	None	15:59:40 04/04/2016
LOQUEDIGAELFMI	RT @Russ_Warrior: Here's why #US have no public officials implicated in the #panamapapers. https://t.co/C5yi1zgFaM	San Fernando de Henares	16:01:54 04/04/2016
Ks84Rana	RT @kshahzad321: #PanamaPapersVindicatePAT https://t.co/YXTbKEbWzw	None	15:55:40 04/04/2016
ClaudeMassa	RT @PtdArcole: Quoi ?! #Hollande a décoré de la Légion d'Honneur un prince saoudien impliqué dans le #PanamaGate ? Irréprochable... https:/…	France	16:00:58 04/04/2016
_iShawn	RT @Lars9596: #PanamaPapers: Current &amp; former country heads 12 (Reveal All!) Other Politicians 128 #Forbes billionaires 29 Countries involv…	Chicago, Ill	16:01:58 04/04/2016
JuhiMoin	#PanamaExposeNawaz #PanamaExposeNawaz #PanamaExposeNawaz https://t.co/7jubGk1gm7	None	15:57:20 04/04/2016
WIFImonk	RT @BBCOS: The first journalist contacted about the Panama Papers reveals what happened: https://t.co/dnpCCCxxVL https://t.co/2HVthZ2i3f	23°5' N Tropic of Cancer	16:01:44 04/04/2016
TabrezSalViru	RT @mainbhiengineer: As per panama leaks, people are investing billions in foreign firm &amp; here I'm asking this Sabziwala, 'bhaiya Sodexo le…	New Delhi, Delhi	16:04:52 04/04/2016
TomMorrisEsq	RT @MickPCollins: Putin had better not be caught up in the Panama Papers furore. I’m quite sure Wendi Deng would never stand for anything r…	Royal Borough of Greenwich	15:11:47 04/04/2016
SlaughterNick	#NationalHugANewsPersonDay Group hug for every journalist involved in the #PanamaLeaks -- and the #whistleblower. #occupy #panamapapers	Music & ideas are unstoppable.	15:12:52 04/04/2016
SpiceMasa	RT @the_intercept: The deeper scandal of the Panama Papers is what’s legal, not what’s not. https://t.co/oQsABl3n9S https://t.co/R9kBNjIQH3	None	15:08:14 04/04/2016
SteliosLioris	Τελικά ο #papastaurou μήπως ήταν στηΛίστα(ς) του Σαμαρά ; #panamapapers	None	15:10:59 04/04/2016
ruanofaxas	RT @bbcmundo: Documentos filtrados de firma panameña revelan cómo los ricos ocultan dinero https://t.co/S2iVIWCMfU #PanamaPapers https://t.…	United States of America 	15:10:23 04/04/2016
AlmasMahmoodPTI	RT @aleemkhan_pti: Massive leak,#PanamaPapers reveald tht the Nawaz has assets in London worth Billions. Is thr any proof still missing for…	None	15:10:25 04/04/2016
UNimaginehcZad	RT @philstockworld: Q1 Earnings Preview and Trump’s Recession $SPY #panamapapers #earnings -- https://t.co/iHIQ1COhsO https://t.co/gVN4QUDK…	New York	15:11:13 04/04/2016
shoaibmunir95	RT @Saira_M_Abbasi: @MaryamNSharif has only BMW Model2006 declared in her assets, no mention of the assets highlighted in #PanamaPapers htt…	pakistan	15:10:33 04/04/2016
BigYellooowTaxi	RT @onthemedia: Explanatory video here from the original 2 journos who got the #panamapapers leak, + graphics show the scale: https://t.co/…	New York City	15:11:23 04/04/2016
rosira_rosi	RT @Pablo_Iglesias_: Montoro tiene que comparecer en el Congreso y explicarnos a todos por qué se entera del fraude fiscal por la prensa. #…	None	15:12:16 04/04/2016
robbwladimir	RT @joserrafael: Presidente ecuatoriano aplaudió investigación “Panama Papers” https://t.co/R3dOKXAd4j https://t.co/De3Q0JrbyE	Mississauga, Ontario	15:09:40 04/04/2016
AtiendoBoludoos	RT @alejandradunc16: #PanamaPapers https://t.co/Ea0UMeKS40	Ciudad Autónoma de Buenos Aire	15:09:40 04/04/2016
michaelnpayne7	RT @davidsirota: Email shows Clinton State Dept pushing Panama pact amid warnings it would help the rich hide money #PanamaPapers https://t…	None	15:11:21 04/04/2016
magapanthus	RT @MerseyMomentum: The #panamapapers are certainly worth getting angry about. Proof that there is a culture of deceit within the establish…	None	14:39:58 04/04/2016
Red__Accion	#PanamaLeaks #PanamaPapers #Macri en el centro de la atención por vinculación con paraíso fiscal https://t.co/DRwy0pXiqh @Red__Accion	Argentina	14:40:17 04/04/2016
CarlosAburtoC	RT @ianbremmer: Censored on Chinese search engines today: #Panama.   No fans of investigative journalism, the Chinese government.	Ciudad de México	14:40:13 04/04/2016
RealAbdulQadir	Russia's Vladimir Putin blames ‘Putinophobia’ over Panama Papers accusations: President P... https://t.co/QgHpy9UVlX ... via  @MailOnline	Power State	14:41:11 04/04/2016
imtiazmalik4	Our media special privates are like a drum . Kuchlak b khabr mil.jayey baat ka bat anger baba rating ki lariee short. Ab Panama leaks shit	peshawar	14:41:29 04/04/2016
haroonair	RT @nadeemmalik: Watch @NadeemMalikLive Special on #PanamaPapers #NawazSharif 7-9pm #Pakistan @SAMAATV https://t.co/QHRSrV1Swi	Islamabad	15:25:29 04/04/2016
Limericking	RT @TheLimerickKing: The Panama Papers reveal The ways in which Oligarchs steal Our evil Elite All lie, steal, and cheat The depths of thei…	Canada	15:26:01 04/04/2016
Pirata__Roberts	RT @Esparroqui: ¿Y quién dice que investigará los Papeles de Panamá?  Sí, Montoro, el de la Amnistía, el mismo que tiene una SICAV! https:/…	Florín	15:26:26 04/04/2016
talk_2joe	the dummies guide to #panamapapers https://t.co/RUZG79AdN3	Dublin 15	15:26:26 04/04/2016
uberfeminist	RT @EliotHiggins: Is there a Buzzfeed piece explaining the #PanamaPapers in a series of gifs from popular US sitcoms yet? Asking on behalf…	Intersectionality of 8th&Main	15:26:44 04/04/2016
regiusnews	Hacienda investiga los "papeles de Panamá" por si hubiera irregularidades https://t.co/UtegHb7IcL	None	14:39:24 04/04/2016
Rata1960Rata	RT @midiacrucis: #PanamaPapers  https://t.co/yRdsgF2AIY	None	14:40:24 04/04/2016
patrici50546260	RT @MiddleEastEyeFr: Les transactions secrètes des dirigeants du Moyen-Orient révélées par les « Panama Papers » https://t.co/nb7xi5mZSH ht…	global	14:41:02 04/04/2016
shiva_bachu	RT @Trendulkar: #panamapapers : People have millions of dollars in their offshore accounts &amp; I'm just happy receiving Rs. 10 cashback on my…	None	14:41:19 04/04/2016
virginievotier	RT @LesEchos: Panama Papers : la Société générale dit avoir respecté les règles https://t.co/v7v8iSVtOU	Paris	14:41:19 04/04/2016
XiaoZheng15	RT @fryan: Jackie Chan identified in #panamapapers https://t.co/NCCxzpnSGG https://t.co/0EtTbzWHPu	None	14:41:21 04/04/2016
deryabalaban	RT @fgulenn_: Ey cemaatim iyi baktıniz mı?  Panama belgelerinde Uzun Adamın adının olmadığına emin misiniz?  Nasıl olmaz! Bir daha bakın.	istanbul	15:19:10 04/04/2016
ferloalleres	RT @678elprograma: Éstos son los documentos que complicarían a Mauricio Macri en el caso "#PanamaPapers" Mirá: https://t.co/1N5Yc0mfUT http…	avellaneda	15:19:52 04/04/2016
AuroraMejias	RT @Reporte24VE: Cuentas Claras AN investigará cuentas millonarias de exTesorera Nacional Claudia Diaz descubiertas en Panama https://t.co/…	Caracas, Distrito Capital	15:19:50 04/04/2016
lizziestrasse	RT @FT: (Free) What do we know so far about the Panama papers? https://t.co/ujgNLbulqo https://t.co/0wPkWSmEed	Manhattan, NY	15:19:46 04/04/2016
baharELTeacher	RT @selamiince: Müslüman dünya Panama Belgeleri'nde lider konumda. Yaşasın.Neredeyse tüm islam ülkesi liderleri orada hesap açmış. https://…	Wuppertal/Düsseldorf	15:20:22 04/04/2016
DrJudyStone	RT @jayrosen_nyu: Itself an amazing story. The reporting partners for the #panamapapers. https://t.co/gVsT1jZvwO Investigative journalism a…	Maryland and Maine	15:21:34 04/04/2016
Esteban81Satori	RT @fernandobalda: 1. Los ojos del Ecuador entero atentos a ver si Rafael Correa sigue protegiendo a Rommy Vallejo #Panamapapers	Quito, Luz de América	15:26:33 04/04/2016
cafesin	RT @ibepacheco: Un pedazo de alfombra se levanta, y aparecen centenares de miles de pruebas contra los corruptos del régimen. Y lo que falt…	Caracas	15:26:51 04/04/2016
AriadnaLoSa	RT @AristeguiOnline: Where the money goes. The Mexican President's @EPN contractor in #PanamaPapers https://t.co/Yc9wApVQxu https://t.co/7t…	Puebla	16:06:09 04/04/2016
Alvaritovks	RT @Yo_Soy_Asin: Cuando hagáis la declaración de la renta no olvidéis incluir a tod@s est@s parásitos que mantenemos.. #panamapapers https:…	vallekas	16:06:11 04/04/2016
estrelladigital	La Fiscalía de la Audiencia Nacional investigará los 'papeles de Panamá' https://t.co/iAb75U6zl9 @estrelladigital	Madrid	16:06:58 04/04/2016
andregiron	Panama papers : qui sont les Français mis en cause ? https://t.co/fWusN9YPag	france	16:08:38 04/04/2016
elcaliu	Laurita Aonso se haría cargo de la ONG en Panamá. #panamapapers	Princeton-Plainsboro.N. Jersey	16:08:35 04/04/2016
ameliarueda	#ÚltimaHora Tras revelaciones de #PanamaPapers, Justicia francesa también abre investigación por blanqueo	San José, Costa Rica	16:09:55 04/04/2016
waniamustafavi	RT @SyedSerendipity: Money of corruption is being used for terrorism. Army must arrest the culprits.  #PanamaPapersVindicatePAT https://t.c…	KARACHI	16:10:00 04/04/2016
ChaviztaNews	El Kremlin dice que los "papeles de Panamá" muestran el alto grado de 'putinofobia' que hay en el mundo https://t.co/nD0d2hJ6AL #España	Madrid, Comunidad de Madrid	16:10:47 04/04/2016
BKells8	RT @wsoctv: What are the 'Panama Papers' and what do they show? https://t.co/sepNftODsu	Chester SC	16:05:21 04/04/2016
SocialistasBas	#Yaracuy #ArcangelAlvarado Papeles de Panamá: diputado de PJ Eudoro González tiene cuatro empresas en el exterior https://t.co/grn34I77fX …	None	16:08:13 04/04/2016
SharonRiddell54	RT @AngelaRayner: The sickening Tory mantra of "we are all in this together" now rings hollow after #panamapapers exposed the enormous dept…	None	16:07:24 04/04/2016
SandyHKN	RT @Laurent_Potelle: « Pour gagner de l'argent, il faut bien le prendre à quelqu'un. » Marcel Pagnol #panamapapers Panama #Panama https://t…	None	16:09:02 04/04/2016
JohnEJefferson	RT @ThomasPride: So which tinpot corrupt nation is in charge of the majority of the tax havens mentioned in the #PanamaLeaks ? Oh yes. Ours.	Marsh Farm, Luton, Beds	16:09:52 04/04/2016
nellylun	RT @Jacobogg: Potentes interactivos de  #panamapapers de @eldiarioes https://t.co/K83PKamH24 y @Ojo_Publico https://t.co/vMPui4YOdF	Lima, Perú	16:09:34 04/04/2016
rebot2009	Papeles de Panamá @RicardoBSalinas @TVAztecaEstados @Azteca @AztecaTrece lo diran en sus noticias? #Televisa apestan!!!	Guadalajara Jalisco	16:05:45 04/04/2016
gab_riella324	is it really surprising though #panamapapers	None	16:07:17 04/04/2016
TAXISTASCHANITO	Ligan a personajes del futbol mexicano con "Panama Papers" https://t.co/PBXFmW5f3a	Quintana Roo, México	16:07:55 04/04/2016
Elimparcial0	Emilio Lozoya se deslinda de “Panama Papers” https://t.co/sHHNcy7o3x	None	16:09:21 04/04/2016
GMustafaaa	RT @hellodia5: عمران خان صاحب چونکہ آپ کو بزنس یا خود کام کرکے کمانے کے بارے میں کچھ نہیں پتہ اس لیے برائے مہربانی آپ چوہے ماریں... چوہے..!…	None	16:10:07 04/04/2016
PaulJdeBruijn	U denkt toch wel aan tijdige aangifte?  De regering kan niet iedereen het Kaaijman-arrangement aanbieden. #panamapapers @belastingdienst.	Nederland	15:13:28 04/04/2016
Abidyq	10 afectados en los Panama Papers https://t.co/63TVvi2Fwj	Zitácuaro 	15:14:11 04/04/2016
HuguitaSissi	RT @drapignata: Tengo plena confianza en la familia Macri y en el embajador en Panamá. #panamapapers https://t.co/1QAq68gdil	C.A.B.A.- Rca. Argentina	15:16:32 04/04/2016
intervaloresweb	Por qué Panamá es tan atractivo para el refugio de Capitales?. Papeles de Panamá #PanamaPapers https://t.co/dkWzp0oQCw	Chile	15:16:31 04/04/2016
AlexaMoraC5	El primer ministro islandés descarta dimitir por las revelaciones de Panamá: AGENCIAS Asegura que su objetivo ... https://t.co/MMlqM80jtT	None	15:17:33 04/04/2016
ConectaInterna	Los papeles de Panamá salpican al padre de David Cameron https://t.co/bBBL7kGFIh https://t.co/sjeqGdS7Iu	El Mundo	15:18:10 04/04/2016
ORT_Iam	RT @BusinessDayTV: President Jacob Zuma’s nephew Khulubuse Zuma named in ‘Panama Papers’ exposing offshore dealings. https://t.co/JVXD9dDHlw	Bloemfontein, South Africa	15:18:19 04/04/2016
Alishbabukhari1	RT @SumoRizvi: قیامت کے دن اگر پرویز رشید "شریف فیملی" کا حساب کتاب دیں، تو سارا خاندان جنت میں اعلٰی مقام حاصل کرے گا-  #ٹوٹ_بٹوٹ  #Panama…	Jhang Sadar, Pakistan	15:18:17 04/04/2016
JessPadilla26	https://t.co/JtpmUvK9q6 Edith González y otros famosos entre los implicados en el caso de los papeles de Panamá https://t.co/QQIMsUNHTm	R.D.	15:18:17 04/04/2016
Ivortega	RT @willycochez: 'Los Papeles de Panamá': La mayor filtración de sociedades 'offshore' - vía @EstrellaOnline https://t.co/hFSFUSv7j3	Chirgua	15:17:47 04/04/2016
tiyipol	RT @FFrancopa: Una muestra de que tus acciones pueden impactar al mundo. Hoy por las faltas de una firma se golpea a todo un país con los #…	san felix, chiriquí, panamá 	15:14:31 04/04/2016
OlavSkaaning	Rammende kommentar om #panamapapers'Nordea finder en papegøje'@sportsblokken //blogs.bt.dk/kurtlassen/2016/04/04/papegoejer-paa-overarbejde/	None	15:18:02 04/04/2016
bittersweetdb	RT @urbandata: 8% of global wealth, or $7,600,000,000,000, is held in tax havens. https://t.co/SH0faJISGW #panamapapers #taxevasion https:/…	Yucca Valley, CA	15:18:02 04/04/2016
JohnNelsonUK	RT @BBCBreaking: Iceland's prime minister refuses calls to resign after #PanamaPapers show hidden investments https://t.co/hal3I4OpCj https…	South West, England	15:14:20 04/04/2016
MuneebJanjua4	RT @TeamInsaaf: #PanamaExposeNawaz https://t.co/VQ4v0ddgpv	Pakistan	15:15:16 04/04/2016
MalinaSawicka	RT @faktyinformacje: #polska Kreml o Panama Papers: to osobisty atak na Putina https://t.co/YiyhFqb8T7	None	15:15:18 04/04/2016
DGortariGzz	Videos en el mundo explican investigación con base en Panama Papers: Medios del mundo retomaron las investigac... https://t.co/qKk52ecR8z	México | EU | España | Omán	15:18:13 04/04/2016
Yes2Pot	RT @Ian56789: Cameron's dad exposed in #panamapapers but UK media focus on Putin https://t.co/43ksX5JL72 #PanamaLeaks https://t.co/tA7UkFzV…	California	15:14:02 04/04/2016
RWaqas98	RT @TahirulQadri: Election Commission, which sends the corrupt people to Assemblies is also shareholder in this crime. #PanamaPapersVindica…	None	15:16:13 04/04/2016
kakodaimonoz	RT @SIGUEMEPRIMERO: "@VVperiodistas: #PanamaPapers El escándalo de corrupción más grande de la historia del periodismo de investigación htt…	Santo Domingo, Dominican Republic	15:16:53 04/04/2016
